ZIP Code,2020,2021,2022,Population Growth
15221,29451.0,29264.0,29583.0,132.0
15222,5468.0,5664.0,5418.0,-50.0
15223,6493.0,7062.0,6708.0,215.0
15224,11079.0,10916.0,10873.0,-206.0
15225,1006.0,953.0,946.0,-60.0
15226,13925.0,13725.0,13673.0,-252.0
15227,27774.0,29631.0,29383.0,1609.0
15228,17508.0,18503.0,18401.0,893.0
15229,14378.0,15425.0,15408.0,1030.0
15232,12017.0,11905.0,11942.0,-75.0
15233,3466.0,3079.0,2783.0,-683.0
15234,13711.0,14006.0,14249.0,538.0
15235,34339.0,35104.0,34383.0,44.0
15236,28499.0,30938.0,31419.0,2920.0
15237,41264.0,43211.0,44149.0,2885.0
15238,12358.0,12565.0,12805.0,447.0
15239,20523.0,21172.0,21329.0,806.0
15241,20952.0,21672.0,21823.0,871.0
15243,12991.0,13846.0,13329.0,338.0
15260,0.0,0.0,0.0,0.0
15275,,4.0,3.0,
15282,,5923.0,5814.0,
15290,0.0,0.0,0.0,0.0
15301,49238.0,49802.0,50183.0,945.0
15310,242.0,240.0,240.0,-2.0
15311,1369.0,1107.0,1033.0,-336.0
15312,4009.0,3910.0,3972.0,-37.0
15313,355.0,382.0,422.0,67.0
15314,3478.0,3354.0,3528.0,50.0
15315,648.0,695.0,792.0,144.0
15316,147.0,220.0,222.0,75.0
15317,39823.0,42522.0,43435.0,3612.0
15320,5157.0,5388.0,5263.0,106.0
15321,1497.0,1854.0,1949.0,452.0
15322,1655.0,1636.0,1640.0,-15.0
15323,4265.0,3921.0,3829.0,-436.0
15324,671.0,689.0,767.0,96.0
15325,341.0,249.0,222.0,-119.0
15327,1521.0,1291.0,1402.0,-119.0
15329,1547.0,1499.0,1490.0,-57.0
15330,5039.0,5376.0,5539.0,500.0
15331,753.0,699.0,721.0,-32.0
15332,8616.0,8895.0,8604.0,-12.0
15333,1926.0,1708.0,1543.0,-383.0
15334,251.0,359.0,336.0,85.0
15337,447.0,538.0,524.0,77.0
15338,1789.0,1766.0,1565.0,-224.0
15340,1172.0,1256.0,1293.0,121.0
15341,772.0,755.0,615.0,-157.0
15342,4892.0,5167.0,5138.0,246.0
15344,1628.0,1398.0,1657.0,29.0
15345,1370.0,1355.0,1343.0,-27.0
15346,495.0,509.0,487.0,-8.0
15347,345.0,250.0,102.0,-243.0
15348,186.0,85.0,69.0,-117.0
15349,1497.0,1553.0,1509.0,12.0
15350,490.0,590.0,521.0,31.0
15351,943.0,1092.0,943.0,0.0
15352,939.0,722.0,712.0,-227.0
15353,134.0,85.0,62.0,-72.0
15357,1513.0,1473.0,1460.0,-53.0
15358,1058.0,1127.0,1111.0,53.0
15359,203.0,218.0,173.0,-30.0
15360,1785.0,1734.0,1710.0,-75.0
15361,224.0,220.0,123.0,-101.0
15362,733.0,685.0,685.0,-48.0
15363,418.0,754.0,566.0,148.0
15364,784.0,678.0,716.0,-68.0
15365,,225.0,200.0,
15366,478.0,451.0,504.0,26.0
15367,9559.0,9536.0,9500.0,-59.0
15368,357.0,357.0,419.0,62.0
15370,13994.0,14031.0,13886.0,-108.0
15376,1547.0,1436.0,1508.0,-39.0
15377,689.0,658.0,669.0,-20.0
15378,45.0,38.0,0.0,-45.0
15379,108.0,83.0,71.0,-37.0
15380,655.0,690.0,655.0,0.0
15401,30401.0,30337.0,29848.0,-553.0
15410,1422.0,999.0,969.0,-453.0
15411,629.0,693.0,701.0,72.0
15412,426.0,244.0,210.0,-216.0
15413,347.0,384.0,302.0,-45.0
15416,,481.0,569.0,
15417,8398.0,7859.0,7886.0,-512.0
15419,4333.0,3881.0,3796.0,-537.0
15420,250.0,294.0,182.0,-68.0
15421,39.0,78.0,96.0,57.0
15422,140.0,243.0,425.0,285.0
15423,2487.0,2140.0,1889.0,-598.0
15424,2006.0,1930.0,1919.0,-87.0
15425,18905.0,18455.0,18353.0,-552.0
15427,971.0,938.0,918.0,-53.0
15428,1880.0,2010.0,1840.0,-40.0
15429,261.0,504.0,444.0,183.0
15430,339.0,289.0,291.0,-48.0
15431,4167.0,4360.0,4266.0,99.0
15432,453.0,388.0,366.0,-87.0
15433,641.0,700.0,698.0,57.0
15434,308.0,298.0,272.0,-36.0
15435,429.0,100.0,112.0,-317.0
15436,2602.0,2538.0,2376.0,-226.0
15437,2861.0,2821.0,2694.0,-167.0
15438,2087.0,2309.0,2272.0,185.0
15440,125.0,136.0,165.0,40.0
15442,2060.0,2016.0,2111.0,51.0
15443,8.0,211.0,293.0,285.0
15444,676.0,701.0,848.0,172.0
15445,2690.0,2909.0,2836.0,146.0
15446,162.0,151.0,65.0,-97.0
15447,240.0,235.0,237.0,-3.0
15448,234.0,190.0,204.0,-30.0
15449,229.0,386.0,719.0,490.0
15450,2414.0,2509.0,2190.0,-224.0
15451,1313.0,921.0,811.0,-502.0
15454,97.0,132.0,202.0,105.0
15455,381.0,693.0,553.0,172.0
15456,2824.0,2269.0,2294.0,-530.0
15458,2449.0,2704.0,2393.0,-56.0
15459,1625.0,1713.0,1793.0,168.0
15460,166.0,158.0,173.0,7.0
15461,4014.0,3771.0,3708.0,-306.0
15462,321.0,188.0,226.0,-95.0
15463,100.0,246.0,336.0,236.0
15464,1498.0,1603.0,1585.0,87.0
15465,,358.0,399.0,
15466,521.0,481.0,494.0,-27.0
15467,123.0,121.0,120.0,-3.0
15468,2461.0,2647.0,2608.0,147.0
15469,2491.0,2192.0,2250.0,-241.0
15470,633.0,581.0,603.0,-30.0
15472,142.0,141.0,154.0,12.0
15473,3495.0,3429.0,3422.0,-73.0
15474,1968.0,2246.0,2398.0,430.0
15475,1288.0,1040.0,1020.0,-268.0
15476,54.0,62.0,39.0,-15.0
15477,789.0,833.0,831.0,42.0
15478,5554.0,5630.0,6125.0,571.0
15479,2151.0,2180.0,2071.0,-80.0
15480,1959.0,1644.0,1448.0,-511.0
15482,241.0,266.0,311.0,70.0
15483,369.0,325.0,253.0,-116.0
15484,557.0,793.0,819.0,262.0
15486,2206.0,1886.0,2016.0,-190.0
15488,,100.0,92.0,
15489,319.0,408.0,322.0,3.0
15490,407.0,299.0,265.0,-142.0
15492,171.0,214.0,153.0,-18.0
15501,16150.0,16077.0,16508.0,358.0
15502,64.0,113.0,82.0,18.0
15510,2588.0,2617.0,2194.0,-394.0
15520,310.0,384.0,322.0,12.0
15521,1782.0,1934.0,1917.0,135.0
15522,11196.0,11214.0,11020.0,-176.0
15530,5167.0,4987.0,5037.0,-130.0
15531,3672.0,3528.0,3577.0,-95.0
15532,144.0,149.0,149.0,5.0
15533,1292.0,1241.0,1286.0,-6.0
15534,901.0,965.0,899.0,-2.0
15535,2018.0,2007.0,1996.0,-22.0
15536,338.0,326.0,329.0,-9.0
15537,8194.0,8075.0,8169.0,-25.0
15538,665.0,662.0,720.0,55.0
15539,296.0,280.0,202.0,-94.0
15540,289.0,337.0,361.0,72.0
15541,3255.0,3445.0,3262.0,7.0
15542,1067.0,1080.0,1066.0,-1.0
15544,102.0,131.0,223.0,121.0
15545,2882.0,2773.0,2756.0,-126.0
15546,523.0,656.0,702.0,179.0
15547,936.0,955.0,871.0,-65.0
15550,1834.0,1789.0,1704.0,-130.0
15551,632.0,602.0,550.0,-82.0
15552,5772.0,5958.0,5688.0,-84.0
15554,2422.0,2144.0,2264.0,-158.0
15555,54.0,89.0,81.0,27.0
15557,3358.0,3380.0,3389.0,31.0
15558,2113.0,2096.0,2089.0,-24.0
15559,1594.0,1925.0,2221.0,627.0
15560,129.0,153.0,144.0,15.0
15561,185.0,134.0,111.0,-74.0
15562,321.0,336.0,316.0,-5.0
15563,2986.0,2777.0,2736.0,-250.0
15564,49.0,116.0,101.0,52.0
15565,,6.0,11.0,
15601,56328.0,56589.0,55917.0,-411.0
15610,4016.0,4071.0,3827.0,-189.0
15611,514.0,266.0,161.0,-353.0
15612,366.0,354.0,375.0,9.0
15613,13122.0,12759.0,12541.0,-581.0
15615,330.0,216.0,223.0,-107.0
15616,0.0,438.0,427.0,427.0
15617,291.0,229.0,255.0,-36.0
15618,2511.0,2312.0,2489.0,-22.0
15619,,332.0,291.0,
15620,419.0,606.0,632.0,213.0
15621,66.0,,,
15622,1159.0,1288.0,1244.0,85.0
15623,817.0,903.0,737.0,-80.0
15624,430.0,436.0,402.0,-28.0
15625,42.0,40.0,97.0,55.0
15626,4854.0,4826.0,4967.0,113.0
15627,5955.0,6476.0,6032.0,77.0
15628,644.0,464.0,389.0,-255.0
15629,697.0,644.0,701.0,4.0
15631,970.0,893.0,736.0,-234.0
15632,8316.0,9340.0,9322.0,1006.0
15633,517.0,558.0,613.0,96.0
15634,320.0,355.0,343.0,23.0
15635,110.0,142.0,79.0,-31.0
15636,4658.0,4312.0,3904.0,-754.0
15637,1239.0,1607.0,1678.0,439.0
15638,79.0,59.0,62.0,-17.0
15639,2042.0,2057.0,1924.0,-118.0
15640,676.0,435.0,505.0,-171.0
15641,486.0,492.0,501.0,15.0
15642,44333.0,46257.0,46855.0,2522.0
15644,18550.0,18369.0,18665.0,115.0
15646,288.0,182.0,160.0,-128.0
15647,325.0,38.0,37.0,-288.0
15650,26975.0,26934.0,27106.0,131.0
15655,169.0,237.0,269.0,100.0
15656,9717.0,9737.0,9908.0,191.0
15658,8936.0,8315.0,8364.0,-572.0
15660,448.0,265.0,196.0,-252.0
15661,836.0,856.0,1006.0,170.0
15662,759.0,1027.0,951.0,192.0
15663,466.0,550.0,451.0,-15.0
15665,1172.0,1326.0,1342.0,170.0
15666,15750.0,15017.0,15592.0,-158.0
15668,13469.0,14066.0,14179.0,710.0
15670,3215.0,3114.0,3028.0,-187.0
15671,625.0,615.0,674.0,49.0
15672,3343.0,3287.0,3410.0,67.0
15673,1186.0,1224.0,1239.0,53.0
15674,,333.0,271.0,
15675,1164.0,1165.0,1472.0,308.0
15676,729.0,731.0,717.0,-12.0
15677,257.0,339.0,376.0,119.0
15678,671.0,700.0,528.0,-143.0
15679,2298.0,2642.0,2501.0,203.0
15680,166.0,274.0,222.0,56.0
15681,4773.0,4705.0,4581.0,-192.0
15682,,299.0,209.0,
15683,7680.0,8057.0,8074.0,394.0
15684,695.0,353.0,460.0,-235.0
15686,891.0,1066.0,1051.0,160.0
15687,1042.0,1178.0,1181.0,139.0
15688,1052.0,924.0,814.0,-238.0
15689,202.0,121.0,74.0,-128.0
15690,8977.0,9239.0,9450.0,473.0
15691,0.0,471.0,427.0,427.0
15692,852.0,864.0,671.0,-181.0
15693,141.0,311.0,292.0,151.0
15695,408.0,309.0,313.0,-95.0
15696,263.0,236.0,251.0,-12.0
15697,2867.0,2952.0,2933.0,66.0
15698,567.0,518.0,672.0,105.0
15701,33460.0,30535.0,30941.0,-2519.0
15705,,3017.0,3218.0,
15710,124.0,198.0,206.0,82.0
15711,417.0,315.0,293.0,-124.0
15712,215.0,124.0,97.0,-118.0
15713,358.0,374.0,180.0,-178.0
15714,4509.0,4896.0,4919.0,410.0
15715,406.0,505.0,536.0,130.0
15716,876.0,359.0,434.0,-442.0
15717,10003.0,9610.0,9438.0,-565.0
15720,,284.0,299.0,
15721,175.0,168.0,163.0,-12.0
15722,1984.0,2268.0,2391.0,407.0
15723,12.0,12.0,15.0,3.0
15724,2059.0,2176.0,2262.0,203.0
15725,1452.0,1280.0,1252.0,-200.0
15727,171.0,218.0,231.0,60.0
15728,3447.0,3679.0,3475.0,28.0
15729,1204.0,991.0,950.0,-254.0
15730,113.0,172.0,116.0,3.0
15731,334.0,291.0,220.0,-114.0
15732,1541.0,1481.0,1427.0,-114.0
15733,152.0,130.0,119.0,-33.0
15734,463.0,398.0,213.0,-250.0
15736,835.0,336.0,358.0,-477.0
15737,78.0,117.0,114.0,36.0
15738,169.0,139.0,178.0,9.0
15739,574.0,409.0,381.0,-193.0
15741,58.0,56.0,64.0,6.0
15742,1034.0,989.0,1040.0,6.0
15744,145.0,36.0,53.0,-92.0
15745,196.0,259.0,234.0,38.0
15746,83.0,120.0,144.0,61.0
15747,1803.0,1814.0,1737.0,-66.0
15748,7216.0,6882.0,7071.0,-145.0
15750,177.0,290.0,315.0,138.0
15752,40.0,35.0,61.0,21.0
15753,480.0,458.0,455.0,-25.0
15754,593.0,421.0,532.0,-61.0
15756,171.0,219.0,140.0,-31.0
15757,1466.0,1350.0,1310.0,-156.0
15759,2848.0,2900.0,2906.0,58.0
15760,137.0,133.0,83.0,-54.0
15761,132.0,183.0,141.0,9.0
15762,1069.0,989.0,996.0,-73.0
15763,,15.0,17.0,
15764,143.0,93.0,156.0,13.0
15765,1541.0,1713.0,1634.0,93.0
15767,14229.0,14259.0,14156.0,-73.0
15770,229.0,192.0,180.0,-49.0
15771,848.0,931.0,908.0,60.0
15772,1748.0,1658.0,1656.0,-92.0
15773,660.0,476.0,436.0,-224.0
15774,2769.0,2842.0,2609.0,-160.0
15775,817.0,540.0,599.0,-218.0
15776,56.0,46.0,34.0,-22.0
15777,74.0,76.0,23.0,-51.0
15778,283.0,368.0,342.0,59.0
15779,679.0,561.0,527.0,-152.0
15780,116.0,109.0,62.0,-54.0
15781,86.0,94.0,76.0,-10.0
15783,78.0,79.0,49.0,-29.0
15784,46.0,63.0,59.0,13.0
15801,18871.0,20275.0,20312.0,1441.0
15821,122.0,91.0,73.0,-49.0
15823,1123.0,1246.0,1230.0,107.0
15824,4962.0,5132.0,5146.0,184.0
15825,9229.0,9652.0,9565.0,336.0
15827,317.0,334.0,305.0,-12.0
15828,217.0,211.0,233.0,16.0
15829,1342.0,1201.0,1209.0,-133.0
15831,,49.0,43.0,
15832,231.0,247.0,238.0,7.0
15834,4107.0,4221.0,4166.0,59.0
15840,1858.0,1753.0,1744.0,-114.0
15841,383.0,211.0,243.0,-140.0
15845,2857.0,2922.0,2920.0,63.0
15846,3455.0,3309.0,3323.0,-132.0
15847,277.0,45.0,94.0,-183.0
15848,954.0,835.0,885.0,-69.0
15849,1283.0,1259.0,1370.0,87.0
15851,6478.0,7074.0,7112.0,634.0
15853,6379.0,6400.0,6411.0,32.0
15856,804.0,842.0,853.0,49.0
15857,12433.0,13029.0,12958.0,525.0
15860,1075.0,1155.0,1212.0,137.0
15861,135.0,111.0,119.0,-16.0
15863,184.0,134.0,143.0,-41.0
15864,1489.0,1795.0,1882.0,393.0
15865,1272.0,1066.0,988.0,-284.0
15866,259.0,218.0,218.0,-41.0
15868,1448.0,1838.0,1788.0,340.0
15870,1151.0,1249.0,1228.0,77.0
15901,3518.0,3512.0,3616.0,98.0
15902,10905.0,11454.0,11415.0,510.0
15904,16347.0,16509.0,16388.0,41.0
15905,19676.0,20082.0,19882.0,206.0
15906,10364.0,10104.0,9965.0,-399.0
15909,4703.0,4976.0,4912.0,209.0
15920,656.0,551.0,573.0,-83.0
15921,76.0,310.0,314.0,238.0
15922,259.0,112.0,82.0,-177.0
15923,1817.0,1634.0,1554.0,-263.0
15924,1068.0,943.0,880.0,-188.0
15925,167.0,157.0,120.0,-47.0
15926,2478.0,2564.0,2470.0,-8.0
15927,857.0,782.0,760.0,-97.0
15928,2094.0,1935.0,2075.0,-19.0
15929,41.0,130.0,128.0,87.0
15930,201.0,357.0,419.0,218.0
15931,9257.0,9326.0,9018.0,-239.0
15934,26.0,0.0,0.0,-26.0
15935,3084.0,2981.0,2647.0,-437.0
15936,1440.0,1517.0,1470.0,30.0
15937,600.0,646.0,676.0,76.0
15938,2340.0,2422.0,2252.0,-88.0
15940,3860.0,3720.0,3831.0,-29.0
15942,2121.0,1981.0,2011.0,-110.0
15943,3534.0,3972.0,3657.0,123.0
15944,2971.0,3001.0,3149.0,178.0
15945,48.0,158.0,181.0,133.0
15946,6471.0,6675.0,6716.0,245.0
15948,556.0,525.0,663.0,107.0
15949,409.0,462.0,683.0,274.0
15951,432.0,491.0,492.0,60.0
15952,1578.0,1335.0,1235.0,-343.0
15953,85.0,77.0,161.0,76.0
15954,2234.0,2396.0,2409.0,175.0
15955,2266.0,2194.0,2246.0,-20.0
15956,2596.0,2616.0,2604.0,8.0
15957,527.0,360.0,396.0,-131.0
15958,1973.0,2019.0,2277.0,304.0
15960,255.0,170.0,165.0,-90.0
15961,750.0,908.0,849.0,99.0
15962,267.0,398.0,390.0,123.0
15963,10103.0,10164.0,10338.0,235.0
16001,38363.0,39892.0,39808.0,1445.0
16002,15509.0,15771.0,15944.0,435.0
16020,1006.0,1201.0,1190.0,184.0
16022,383.0,319.0,279.0,-104.0
16023,4462.0,4614.0,4387.0,-75.0
16024,310.0,301.0,291.0,-19.0
16025,5035.0,4763.0,4858.0,-177.0
16027,276.0,432.0,392.0,116.0
16028,1692.0,2040.0,2061.0,369.0
16029,931.0,910.0,906.0,-25.0
16030,322.0,286.0,327.0,5.0
16033,6425.0,7056.0,7376.0,951.0
16034,1831.0,1792.0,1831.0,0.0
16035,127.0,184.0,141.0,14.0
16036,322.0,316.0,314.0,-8.0
16037,4558.0,4751.0,4709.0,151.0
16038,3656.0,3404.0,3214.0,-442.0
16040,971.0,933.0,1066.0,95.0
16041,2236.0,2060.0,2105.0,-131.0
16045,1111.0,1130.0,999.0,-112.0
16046,17044.0,18345.0,18772.0,1728.0
16048,104.0,167.0,221.0,117.0
16049,2982.0,3092.0,3011.0,29.0
16050,1283.0,1105.0,931.0,-352.0
16051,2896.0,3120.0,3035.0,139.0
16052,2544.0,2360.0,2321.0,-223.0
16053,4125.0,3721.0,3478.0,-647.0
16054,344.0,344.0,381.0,37.0
16055,8036.0,8194.0,8548.0,512.0
16056,4403.0,4260.0,4620.0,217.0
16057,14434.0,14184.0,15067.0,633.0
16059,8278.0,9155.0,9394.0,1116.0
16061,2975.0,2729.0,2705.0,-270.0
16063,7248.0,8086.0,8128.0,880.0
16066,31231.0,32425.0,33071.0,1840.0
16101,31405.0,31267.0,30954.0,-451.0
16102,5694.0,5441.0,5166.0,-528.0
16105,15147.0,15690.0,15565.0,418.0
16110,328.0,456.0,397.0,69.0
16111,1422.0,1206.0,1147.0,-275.0
16112,1529.0,1527.0,1466.0,-63.0
16113,463.0,363.0,349.0,-114.0
16114,613.0,591.0,561.0,-52.0
16115,3369.0,3435.0,3501.0,132.0
16116,2854.0,2691.0,2857.0,3.0
16117,16285.0,15549.0,15805.0,-480.0
16120,2450.0,2430.0,2315.0,-135.0
16121,4632.0,4320.0,4309.0,-323.0
16123,2625.0,2711.0,2681.0,56.0
16124,1689.0,1672.0,1704.0,15.0
16125,17056.0,17627.0,17610.0,554.0
16127,15263.0,15466.0,15350.0,87.0
16130,2089.0,2110.0,1982.0,-107.0
16131,871.0,909.0,861.0,-10.0
16132,347.0,425.0,350.0,3.0
16133,1516.0,1586.0,1570.0,54.0
16134,3927.0,3804.0,3890.0,-37.0
16136,772.0,777.0,775.0,3.0
16137,12769.0,12885.0,12710.0,-59.0
16140,349.0,404.0,391.0,42.0
16141,1736.0,1718.0,1741.0,5.0
16142,6349.0,5534.0,5391.0,-958.0
16143,2157.0,1966.0,1979.0,-178.0
16145,2953.0,2616.0,2693.0,-260.0
16146,13115.0,13222.0,13169.0,54.0
16148,15949.0,16693.0,16710.0,761.0
16150,6760.0,7136.0,7045.0,285.0
16151,81.0,89.0,58.0,-23.0
16153,2296.0,2228.0,2266.0,-30.0
16154,2259.0,1961.0,1987.0,-272.0
16155,135.0,131.0,98.0,-37.0
16156,3148.0,3275.0,3366.0,218.0
16157,2930.0,2872.0,2955.0,25.0
16159,4885.0,4585.0,4616.0,-269.0
16160,907.0,880.0,956.0,49.0
16161,567.0,581.0,506.0,-61.0
16172,,767.0,845.0,
16201,16645.0,16730.0,16824.0,179.0
16210,849.0,767.0,623.0,-226.0
16211,79.0,66.0,85.0,6.0
16212,267.0,232.0,234.0,-33.0
16213,123.0,125.0,149.0,26.0
16214,10276.0,8744.0,8960.0,-1316.0
16217,128.0,99.0,92.0,-36.0
16218,1326.0,1241.0,1189.0,-137.0
16220,,99.0,95.0,
16222,2923.0,2866.0,3076.0,153.0
16223,130.0,73.0,69.0,-61.0
16224,1134.0,969.0,836.0,-298.0
16226,7695.0,8031.0,8160.0,465.0
16228,372.0,321.0,355.0,-17.0
16229,5203.0,5549.0,5143.0,-60.0
16230,467.0,526.0,480.0,13.0
16232,4199.0,4316.0,4287.0,88.0
16233,1208.0,1087.0,1094.0,-114.0
16235,1185.0,1253.0,1365.0,180.0
16236,282.0,265.0,221.0,-61.0
16238,487.0,406.0,426.0,-61.0
16239,4458.0,4321.0,4059.0,-399.0
16240,1573.0,1655.0,1604.0,31.0
16242,4259.0,4401.0,4258.0,-1.0
16244,424.0,363.0,309.0,-115.0
16245,229.0,305.0,253.0,24.0
16246,208.0,210.0,184.0,-24.0
16248,3059.0,3127.0,3126.0,67.0
16249,1952.0,1970.0,1931.0,-21.0
16250,502.0,473.0,268.0,-234.0
16253,102.0,125.0,113.0,11.0
16254,3572.0,3642.0,3551.0,-21.0
16255,1690.0,1821.0,1852.0,162.0
16256,2116.0,2136.0,2030.0,-86.0
16258,1648.0,1652.0,1600.0,-48.0
16259,2070.0,2089.0,2068.0,-2.0
16260,293.0,312.0,228.0,-65.0
16262,2794.0,2871.0,2802.0,8.0
16263,251.0,310.0,331.0,80.0
16301,15044.0,15063.0,15178.0,134.0
16311,453.0,400.0,438.0,-15.0
16312,0.0,0.0,0.0,0.0
16313,1785.0,1876.0,1805.0,20.0
16314,5240.0,5354.0,5301.0,61.0
16316,4821.0,4685.0,4607.0,-214.0
16317,1327.0,1334.0,1404.0,77.0
16319,1244.0,1248.0,1137.0,-107.0
16321,31.0,16.0,13.0,-18.0
16322,86.0,102.0,117.0,31.0
16323,15141.0,15088.0,14934.0,-207.0
16326,340.0,225.0,322.0,-18.0
16327,2813.0,2605.0,2590.0,-223.0
16328,215.0,235.0,249.0,34.0
16329,483.0,433.0,428.0,-55.0
16331,49.0,96.0,143.0,94.0
16332,29.0,44.0,51.0,22.0
16333,269.0,245.0,212.0,-57.0
16334,330.0,412.0,419.0,89.0
16335,27120.0,27493.0,27497.0,377.0
16340,1795.0,1777.0,1940.0,145.0
16341,1617.0,1727.0,1862.0,245.0
16342,2202.0,2403.0,2359.0,157.0
16343,629.0,601.0,550.0,-79.0
16344,436.0,468.0,521.0,85.0
16345,3436.0,3642.0,3670.0,234.0
16346,3615.0,3335.0,3138.0,-477.0
16347,2007.0,1640.0,1535.0,-472.0
16350,2385.0,2476.0,2332.0,-53.0
16351,1521.0,1727.0,1760.0,239.0
16352,189.0,205.0,226.0,37.0
16353,2976.0,2695.0,2321.0,-655.0
16354,10819.0,10572.0,10225.0,-594.0
16360,1387.0,1333.0,1385.0,-2.0
16361,11.0,21.0,30.0,19.0
16362,863.0,947.0,951.0,88.0
16364,1260.0,1303.0,1343.0,83.0
16365,17675.0,17423.0,17377.0,-298.0
16370,271.0,230.0,330.0,59.0
16371,3347.0,3182.0,3129.0,-218.0
16372,546.0,565.0,504.0,-42.0
16373,3172.0,3069.0,3050.0,-122.0
16374,1776.0,1592.0,1725.0,-51.0
16401,6431.0,4108.0,4103.0,-2328.0
16402,836.0,717.0,703.0,-133.0
16403,7278.0,6877.0,6980.0,-298.0
16404,3286.0,3256.0,3285.0,-1.0
16405,771.0,552.0,555.0,-216.0
16406,3294.0,3408.0,3479.0,185.0
16407,10816.0,10915.0,10656.0,-160.0
16410,2087.0,1952.0,1995.0,-92.0
16411,1390.0,1406.0,1260.0,-130.0
16412,10041.0,9635.0,9504.0,-537.0
16415,9492.0,9784.0,10051.0,559.0
16416,158.0,149.0,136.0,-22.0
16417,8141.0,8694.0,8378.0,237.0
16420,499.0,457.0,447.0,-52.0
16421,2606.0,2422.0,2431.0,-175.0
16422,366.0,281.0,183.0,-183.0
16423,4018.0,3851.0,3783.0,-235.0
16424,4641.0,4544.0,4367.0,-274.0
16426,3389.0,3476.0,3401.0,12.0
16427,146.0,178.0,201.0,55.0
16428,12313.0,12614.0,12574.0,261.0
16430,,178.0,174.0,
16433,5193.0,5039.0,4993.0,-200.0
16434,3228.0,3232.0,3161.0,-67.0
16435,1806.0,1689.0,1640.0,-166.0
16436,859.0,801.0,801.0,-58.0
16438,7588.0,7246.0,7260.0,-328.0
16440,850.0,811.0,780.0,-70.0
16441,10069.0,9407.0,9255.0,-814.0
16442,3334.0,3231.0,3253.0,-81.0
16443,1166.0,1033.0,1226.0,60.0
16444,1022.0,917.0,1002.0,-20.0
16475,,2496.0,2154.0,
16501,1569.0,1553.0,1670.0,101.0
16502,15818.0,15548.0,15567.0,-251.0
16503,15855.0,15876.0,16065.0,210.0
16504,16571.0,15922.0,16003.0,-568.0
16505,15615.0,16081.0,16136.0,521.0
16506,24163.0,24635.0,24201.0,38.0
16507,9512.0,9111.0,8996.0,-516.0
16508,16021.0,15438.0,14801.0,-1220.0
16509,26838.0,27969.0,28151.0,1313.0
16510,25299.0,25483.0,25271.0,-28.0
16511,11439.0,11555.0,11555.0,116.0
16546,715.0,996.0,1120.0,405.0
16550,,0.0,0.0,
16563,1596.0,1556.0,1543.0,-53.0
16601,31825.0,32539.0,33169.0,1344.0
16602,28609.0,28176.0,27813.0,-796.0
16611,2624.0,2584.0,2656.0,32.0
16613,1277.0,1509.0,1527.0,250.0
16616,164.0,154.0,134.0,-30.0
16617,2637.0,2606.0,2615.0,-22.0
16619,318.0,331.0,315.0,-3.0
16620,323.0,338.0,387.0,64.0
16621,680.0,692.0,665.0,-15.0
16622,132.0,104.0,85.0,-47.0
16623,552.0,568.0,498.0,-54.0
16624,189.0,190.0,204.0,15.0
16625,4044.0,3772.0,3688.0,-356.0
16627,2118.0,2254.0,2053.0,-65.0
16630,4778.0,4938.0,4845.0,67.0
16631,116.0,58.0,38.0,-78.0
16633,443.0,400.0,392.0,-51.0
16634,315.0,275.0,251.0,-64.0
16635,12438.0,12317.0,12231.0,-207.0
16636,898.0,1012.0,1081.0,183.0
16637,2323.0,2415.0,2418.0,95.0
16638,40.0,76.0,87.0,47.0
16639,1592.0,1429.0,1430.0,-162.0
16640,707.0,885.0,889.0,182.0
16641,2519.0,2557.0,2388.0,-131.0
16645,189.0,190.0,190.0,1.0
16646,2159.0,2175.0,2174.0,15.0
16647,765.0,820.0,806.0,41.0
16648,14374.0,14593.0,14547.0,173.0
16650,1644.0,1618.0,1789.0,145.0
16651,5818.0,6034.0,5865.0,47.0
16652,18469.0,15822.0,15734.0,-2735.0
16654,,2353.0,1975.0,
16655,1666.0,1301.0,1311.0,-355.0
16656,1259.0,1202.0,1191.0,-68.0
16657,1397.0,1403.0,1388.0,-9.0
16659,230.0,191.0,173.0,-57.0
16661,834.0,929.0,923.0,89.0
16662,5967.0,5690.0,5654.0,-313.0
16664,2156.0,2170.0,2193.0,37.0
16665,300.0,400.0,378.0,78.0
16666,3043.0,2945.0,2800.0,-243.0
16667,1483.0,1521.0,1350.0,-133.0
16668,3381.0,3502.0,3564.0,183.0
16669,2058.0,2071.0,2185.0,127.0
16670,28.0,64.0,78.0,50.0
16671,472.0,424.0,404.0,-68.0
16672,242.0,262.0,194.0,-48.0
16673,5385.0,5233.0,5176.0,-209.0
16674,643.0,469.0,581.0,-62.0
16675,,84.0,100.0,
16677,204.0,323.0,301.0,97.0
16678,2456.0,2399.0,2429.0,-27.0
16679,687.0,645.0,625.0,-62.0
16680,303.0,323.0,356.0,53.0
16682,22.0,112.0,216.0,194.0
16683,259.0,308.0,350.0,91.0
16684,,26.0,71.0,
16685,274.0,327.0,317.0,43.0
16686,12879.0,13746.0,13054.0,175.0
16689,477.0,391.0,350.0,-127.0
16691,318.0,290.0,310.0,-8.0
16692,811.0,897.0,912.0,101.0
16693,4066.0,4226.0,4112.0,46.0
16694,191.0,374.0,348.0,157.0
16695,1213.0,1034.0,969.0,-244.0
16699,0.0,0.0,0.0,0.0
16701,17072.0,16928.0,16800.0,-272.0
