ZIP Code,Population,Year
78833,1526,2020
78834,8245,2020
78836,80,2020
78837,212,2020
78838,141,2020
78839,8790,2020
78840,47993,2020
78843,713,2020
78850,1056,2020
78851,11,2020
78852,57160,2020
78860,0,2020
78861,14318,2020
78870,1092,2020
78871,31,2020
78872,1376,2020
78873,1839,2020
78877,938,2020
78879,145,2020
78880,1736,2020
78881,1601,2020
78883,314,2020
78884,1645,2020
78885,124,2020
78886,490,2020
78931,326,2020
78932,470,2020
78933,1194,2020
78934,6698,2020
78935,926,2020
78938,314,2020
78940,2370,2020
78941,3046,2020
78942,9565,2020
78943,269,2020
78944,614,2020
78945,10388,2020
78946,1298,2020
78947,4679,2020
78948,320,2020
78949,822,2020
78950,1863,2020
78951,0,2020
78953,775,2020
78954,1207,2020
78956,5977,2020
78957,9218,2020
78959,1742,2020
78962,5290,2020
78963,868,2020
79001,174,2020
79003,202,2020
79005,1610,2020
79007,13936,2020
79009,1734,2020
79010,833,2020
79011,202,2020
79012,2156,2020
79013,3447,2020
79014,3844,2020
79015,22914,2020
79016,152,2020
79018,330,2020
79019,1890,2020
79021,147,2020
79022,11210,2020
79024,393,2020
79025,26,2020
79027,4873,2020
79029,15349,2020
79031,1360,2020
79032,85,2020
79033,49,2020
79034,501,2020
79035,5166,2020
79036,5245,2020
79039,844,2020
79040,2085,2020
79041,2711,2020
79042,1051,2020
79043,1480,2020
79044,694,2020
79045,18706,2020
79046,757,2020
79051,0,2020
79052,1322,2020
79053,73,2020
79054,584,2020
79056,60,2020
79057,1320,2020
79058,0,2020
79059,652,2020
79061,182,2020
79062,267,2020
79063,754,2020
79064,2436,2020
79065,20148,2020
79068,3506,2020
79070,9652,2020
79072,26404,2020
79078,175,2020
79079,2570,2020
79080,453,2020
79081,3546,2020
79082,165,2020
79083,2108,2020
79084,2021,2020
79085,26,2020
79086,2476,2020
79087,637,2020
79088,5401,2020
79091,69,2020
79092,1124,2020
79093,101,2020
79094,12,2020
79095,2677,2020
79096,2175,2020
79097,1001,2020
79098,365,2020
79101,2271,2020
79102,10245,2020
79103,10529,2020
79104,6861,2020
79105,0,2020
79106,28289,2020
79107,34204,2020
79108,14580,2020
79109,43652,2020
79110,19729,2020
79111,2140,2020
79118,23668,2020
79119,18510,2020
79121,5684,2020
79124,8159,2020
79201,7227,2020
79220,271,2020
79225,1002,2020
79226,2767,2020
79227,1260,2020
79229,451,2020
79230,156,2020
79231,112,2020
79233,130,2020
79234,42,2020
79235,3335,2020
79236,265,2020
79237,454,2020
79239,161,2020
79240,97,2020
79241,2166,2020
79243,58,2020
79244,894,2020
79245,2339,2020
79247,35,2020
79248,1595,2020
79250,1438,2020
79251,29,2020
79252,3017,2020
79255,480,2020
79256,359,2020
79257,903,2020
79258,60,2020
79259,46,2020
79261,370,2020
79311,3777,2020
79312,1127,2020
79313,1505,2020
79314,109,2020
79316,10772,2020
79322,2032,2020
79323,7347,2020
79324,58,2020
79325,2327,2020
79326,63,2020
79329,2891,2020
79330,70,2020
79331,12309,2020
79336,16827,2020
79339,6591,2020
79342,479,2020
79343,1695,2020
79344,238,2020
79345,1248,2020
79346,2198,2020
79347,6954,2020
79350,428,2020
79351,1478,2020
79353,11,2020
79355,1926,2020
79356,5931,2020
79357,2071,2020
79358,1306,2020
79359,3129,2020
79360,16760,2020
79363,5374,2020
79364,7161,2020
79366,903,2020
79367,667,2020
79369,69,2020
79370,1483,2020
79371,1415,2020
79372,1488,2020
79373,2985,2020
79376,15,2020
79377,246,2020
79378,312,2020
79379,551,2020
79380,94,2020
79381,1590,2020
79382,8515,2020
79401,9084,2020
79403,16348,2020
79404,9630,2020
79406,7288,2020
79407,22157,2020
79410,10588,2020
79411,6661,2020
79412,15597,2020
79413,23820,2020
79414,17806,2020
79415,17894,2020
79416,34628,2020
79423,42354,2020
79424,49191,2020
79501,2535,2020
79502,1297,2020
79503,137,2020
79504,3375,2020
79505,307,2020
79506,555,2020
79508,1060,2020
79510,7801,2020
79511,1417,2020
79512,7451,2020
79517,226,2020
79518,67,2020
79519,61,2020
79520,2286,2020
79521,3563,2020
79525,2561,2020
79526,873,2020
79527,225,2020
79528,625,2020
79529,1339,2020
79530,450,2020
79532,671,2020
79533,392,2020
79534,165,2020
79535,188,2020
79536,5230,2020
79537,24,2020
79538,264,2020
79539,221,2020
79540,51,2020
79541,1172,2020
79543,1319,2020
79544,475,2020
79545,1950,2020
79546,1734,2020
79547,932,2020
79548,197,2020
79549,15708,2020
79553,3127,2020
79556,12683,2020
79560,160,2020
79561,440,2020
79562,3795,2020
79563,1013,2020
79565,195,2020
79566,218,2020
79567,3149,2020
79601,27385,2020
79602,26033,2020
79603,23602,2020
79605,28259,2020
79606,25568,2020
79607,3714,2020
79699,118,2020
79701,32692,2020
79703,24683,2020
79705,43119,2020
79706,27354,2020
79707,38644,2020
79713,725,2020
79714,18227,2020
79718,1029,2020
79719,465,2020
79720,34454,2020
79730,229,2020
79731,4619,2020
79733,449,2020
79734,2044,2020
79735,13636,2020
79738,187,2020
79739,1278,2020
79741,197,2020
79742,617,2020
79743,339,2020
79744,1362,2020
79745,6783,2020
79748,277,2020
79749,492,2020
79752,2415,2020
79754,117,2020
79755,103,2020
79756,9576,2020
79758,3425,2020
79759,0,2020
79761,33955,2020
79762,45474,2020
79763,36688,2020
79764,22519,2020
79765,17017,2020
79766,7676,2020
79770,0,2020
79772,14265,2020
79777,174,2020
79778,1115,2020
79780,127,2020
79781,267,2020
79782,4304,2020
79783,279,2020
79785,125,2020
79788,913,2020
79789,1023,2020
79821,7044,2020
79830,7956,2020
79831,0,2020
79834,202,2020
79835,11171,2020
79836,5804,2020
79837,249,2020
79838,4872,2020
79839,2182,2020
79842,397,2020
79843,2457,2020
79845,4317,2020
79846,23,2020
79847,90,2020
79848,835,2020
79849,11605,2020
79851,1689,2020
79852,676,2020
79853,2282,2020
79854,175,2020
79855,2108,2020
79901,8821,2020
79902,20752,2020
79903,15422,2020
79904,33084,2020
79905,22767,2020
79906,3452,2020
79907,51208,2020
79908,6351,2020
79911,5905,2020
79912,79861,2020
79915,36797,2020
79916,4238,2020
79920,9,2020
79922,7890,2020
79924,59816,2020
79925,39868,2020
79927,42221,2020
79928,62344,2020
79930,28091,2020
79932,28893,2020
79934,26360,2020
79935,18546,2020
79936,108668,2020
79938,83326,2020
79942,0,2020
80002,19319,2020
80003,36914,2020
80004,36118,2020
80005,28287,2020
80007,16048,2020
80010,43653,2020
80011,51806,2020
80012,53862,2020
80013,74293,2020
80014,39540,2020
80015,70215,2020
80016,58948,2020
80017,39182,2020
80018,13847,2020
80019,3696,2020
80020,51801,2020
80021,34277,2020
80022,51752,2020
80023,22290,2020
80024,209,2020
80025,47,2020
80026,30817,2020
80027,32755,2020
80030,16386,2020
80031,35753,2020
80033,26742,2020
80045,901,2020
80101,564,2020
80102,5960,2020
80103,2928,2020
80104,32427,2020
80105,1349,2020
80106,6120,2020
80107,14484,2020
80108,28952,2020
80109,24554,2020
80110,23295,2020
80111,32495,2020
80112,34714,2020
80113,23715,2020
80116,4263,2020
80117,2413,2020
80118,5998,2020
80120,30632,2020
80121,18567,2020
80122,33120,2020
80123,46575,2020
80124,21646,2020
80125,10832,2020
80126,44574,2020
80127,44866,2020
80128,37181,2020
80129,32286,2020
80130,27892,2020
80131,381,2020
80132,21422,2020
80133,2712,2020
80134,71112,2020
80135,4212,2020
80136,5369,2020
80137,2157,2020
80138,34692,2020
80202,15813,2020
80203,21368,2020
80204,34860,2020
80205,34884,2020
80206,24913,2020
80207,27326,2020
80209,25032,2020
80210,37786,2020
80211,36061,2020
80212,20240,2020
80214,26021,2020
80215,20061,2020
80216,14687,2020
80218,18915,2020
80219,71795,2020
80220,36790,2020
80221,40266,2020
80222,24682,2020
80223,20888,2020
80224,19450,2020
80226,33022,2020
80227,34850,2020
80228,34518,2020
80229,56721,2020
80230,10077,2020
80231,36103,2020
80232,23102,2020
80233,50321,2020
80234,29310,2020
80235,8565,2020
80236,18580,2020
80237,21771,2020
80238,21355,2020
80239,48835,2020
80241,34856,2020
80246,13277,2020
80247,30161,2020
80249,35104,2020
80260,36938,2020
80264,0,2020
80290,96,2020
80293,0,2020
80294,0,2020
80301,26010,2020
80302,29422,2020
80303,25709,2020
80304,26501,2020
80305,17305,2020
80310,7296,2020
80401,42907,2020
80403,20302,2020
80419,0,2020
80420,679,2020
80421,9683,2020
80422,4992,2020
80423,214,2020
80424,10769,2020
80425,130,2020
80426,48,2020
80427,531,2020
80428,627,2020
80432,215,2020
80433,8605,2020
80434,29,2020
80435,8176,2020
80436,547,2020
80438,613,2020
80439,25374,2020
80440,2568,2020
80442,2140,2020
80443,4056,2020
80444,1222,2020
80446,4041,2020
80447,2067,2020
80448,0,2020
80449,1237,2020
80451,1094,2020
80452,3151,2020
80453,229,2020
80454,1343,2020
80455,474,2020
80456,302,2020
80457,171,2020
80459,2997,2020
80461,7682,2020
80463,185,2020
80465,16030,2020
80466,3723,2020
80467,2193,2020
80468,322,2020
80469,365,2020
80470,4253,2020
80471,0,2020
80473,50,2020
80475,10,2020
80476,175,2020
80477,53,2020
80478,1491,2020
80479,0,2020
80480,1237,2020
80481,617,2020
80482,1308,2020
80483,661,2020
80487,18150,2020
80488,257,2020
80497,261,2020
80498,7473,2020
80501,43773,2020
80503,36056,2020
80504,53743,2020
80510,363,2020
80511,165,2020
80512,1602,2020
80513,13650,2020
80514,5947,2020
80515,896,2020
80516,31063,2020
80517,11416,2020
80520,1416,2020
80521,37796,2020
80524,37656,2020
80525,56233,2020
80526,45220,2020
80528,21387,2020
80530,3996,2020
80532,25,2020
80534,15635,2020
80535,2507,2020
80536,2031,2020
80537,46154,2020
80538,52708,2020
80540,4733,2020
80542,5054,2020
80543,8048,2020
80544,81,2020
80545,1190,2020
80546,205,2020
80547,1234,2020
80549,11785,2020
80550,28935,2020
80601,39385,2020
80602,38191,2020
80603,14076,2020
80610,3719,2020
80611,1173,2020
80612,242,2020
80615,9210,2020
80620,21331,2020
80621,15100,2020
80622,83,2020
80623,1381,2020
80624,1014,2020
80631,55748,2020
80634,61810,2020
80640,12850,2020
80642,5694,2020
80643,4471,2020
80644,3375,2020
80645,6395,2020
80648,1718,2020
80649,449,2020
80650,2270,2020
80651,4352,2020
80652,370,2020
80653,809,2020
80654,2572,2020
80701,16248,2020
80705,1078,2020
80720,2711,2020
80721,296,2020
80722,486,2020
80723,7080,2020
80726,471,2020
80727,590,2020
80728,1086,2020
80729,737,2020
80731,1180,2020
80733,529,2020
80734,3100,2020
80735,395,2020
80736,484,2020
80737,1631,2020
80740,92,2020
80741,1101,2020
80742,218,2020
80743,1115,2020
80744,430,2020
80745,209,2020
80746,73,2020
80747,458,2020
80749,245,2020
80750,325,2020
80751,18005,2020
80754,211,2020
80755,75,2020
80757,226,2020
80758,3401,2020
80759,4806,2020
80801,120,2020
80802,238,2020
80804,267,2020
80805,389,2020
80807,4460,2020
80808,5963,2020
80809,818,2020
80810,1171,2020
80812,246,2020
80813,1621,2020
80814,4125,2020
80815,775,2020
80816,5932,2020
80817,31426,2020
80818,462,2020
80819,891,2020
80820,1074,2020
80821,1102,2020
80822,230,2020
80823,222,2020
80824,350,2020
80825,543,2020
80827,609,2020
80828,3711,2020
80829,6387,2020
80830,170,2020
80831,27786,2020
80832,775,2020
80833,1042,2020
80834,272,2020
80835,821,2020
80836,1168,2020
80840,6368,2020
80860,597,2020
80861,253,2020
80862,37,2020
80863,13119,2020
80864,1412,2020
80902,12797,2020
80903,16399,2020
80904,20882,2020
80905,16588,2020
80906,37610,2020
80907,29173,2020
80908,19628,2020
80909,38826,2020
80910,31619,2020
80911,35597,2020
80913,4165,2020
80914,323,2020
80915,22474,2020
80916,41173,2020
80917,31648,2020
80918,48905,2020
80919,27922,2020
80920,38558,2020
80921,24725,2020
80922,29598,2020
80923,30932,2020
80924,11873,2020
80925,13752,2020
80926,1595,2020
80927,4491,2020
80928,1165,2020
80929,58,2020
80930,1794,2020
80938,462,2020
80939,0,2020
80951,4574,2020
81001,29997,2020
81003,14824,2020
81004,27159,2020
81005,32062,2020
81006,12120,2020
81007,32842,2020
81008,11659,2020
81019,1748,2020
81020,929,2020
81021,19,2020
81022,1545,2020
81023,1268,2020
81024,170,2020
81025,685,2020
81027,163,2020
81029,253,2020
81030,131,2020
81033,153,2020
81036,1082,2020
81038,0,2020
81039,1531,2020
81040,258,2020
81041,696,2020
81043,50,2020
81044,193,2020
81045,74,2020
81047,1535,2020
81049,233,2020
81050,9511,2020
81052,9140,2020
81054,4963,2020
81055,1657,2020
81057,323,2020
81058,1261,2020
81059,463,2020
81062,1750,2020
81063,3186,2020
81064,290,2020
81067,5436,2020
81069,2170,2020
81071,288,2020
81073,1885,2020
81076,570,2020
81077,653,2020
81081,91,2020
81082,11540,2020
81084,106,2020
81087,130,2020
81089,4628,2020
81090,918,2020
81091,727,2020
81092,807,2020
81101,15014,2020
81120,2305,2020
81121,449,2020
81122,8306,2020
81123,880,2020
81124,125,2020
81125,3669,2020
81126,346,2020
81128,91,2020
81129,58,2020
81130,807,2020
81131,1290,2020
81132,3231,2020
81133,1276,2020
81136,265,2020
81137,5830,2020
81138,38,2020
81140,2150,2020
81141,1315,2020
81143,719,2020
81144,6837,2020
81146,1036,2020
81147,12794,2020
81148,306,2020
81149,974,2020
81151,1864,2020
81152,1126,2020
81154,1017,2020
81155,216,2020
81201,8955,2020
81210,313,2020
81211,9017,2020
81212,31129,2020
81220,118,2020
81221,304,2020
81222,240,2020
81223,1760,2020
81224,3291,2020
81225,1328,2020
81226,9110,2020
81227,0,2020
81230,10110,2020
81231,649,2020
81232,122,2020
81233,882,2020
81235,740,2020
81236,1207,2020
81237,49,2020
81239,164,2020
81240,3659,2020
81241,208,2020
81242,806,2020
81243,65,2020
81244,407,2020
81248,161,2020
81251,163,2020
81252,4023,2020
81253,698,2020
81301,30307,2020
81303,9453,2020
81320,376,2020
81321,15389,2020
81323,4758,2020
81324,1374,2020
81325,140,2020
81326,2663,2020
81327,384,2020
81328,3882,2020
81330,154,2020
81331,270,2020
81332,201,2020
81334,1476,2020
81335,21,2020
81401,22715,2020
81403,11501,2020
81410,1510,2020
81411,46,2020
81413,5633,2020
81415,1732,2020
81416,13793,2020
81418,1787,2020
81419,3235,2020
81422,583,2020
81423,1782,2020
81424,1080,2020
81425,5664,2020
81426,194,2020
81427,1233,2020
81428,3666,2020
81429,130,2020
81430,841,2020
81431,409,2020
81432,3130,2020
81433,621,2020
81434,271,2020
81435,5243,2020
81501,23717,2020
81503,15533,2020
81504,30192,2020
81505,10599,2020
81506,11895,2020
81507,15068,2020
81520,14337,2020
81521,16178,2020
81522,107,2020
81523,749,2020
81524,2519,2020
81525,1522,2020
81526,5789,2020
81527,1674,2020
81601,16359,2020
81610,294,2020
81611,10814,2020
81612,0,2020
81615,2786,2020
81620,11912,2020
81621,6344,2020
81623,16166,2020
81624,1470,2020
81625,12670,2020
81630,1151,2020
81631,8475,2020
81632,9294,2020
81633,0,2020
81635,6862,2020
81637,8277,2020
81638,19,2020
81639,2932,2020
81640,112,2020
81641,3862,2020
81642,9,2020
81643,430,2020
81645,1149,2020
81646,182,2020
81647,6961,2020
81648,2476,2020
81649,318,2020
81650,13758,2020
81652,5164,2020
81653,8,2020
81654,1729,2020
81655,112,2020
81656,316,2020
81657,5903,2020
82001,36944,2020
82005,646,2020
82007,21642,2020
82009,34666,2020
82050,323,2020
82051,24,2020
82052,0,2020
82053,1268,2020
82054,1243,2020
82055,292,2020
82058,6,2020
82059,186,2020
82060,281,2020
82061,0,2020
82063,109,2020
82070,20489,2020
82072,17318,2020
82073,52,2020
82081,70,2020
82082,2017,2020
82083,338,2020
82084,6,2020
82190,1183,2020
82201,6830,2020
82210,243,2020
82212,577,2020
82213,349,2020
82214,1179,2020
82215,119,2020
82217,27,2020
82219,28,2020
82221,502,2020
82222,129,2020
82223,850,2020
82224,10,2020
82225,1887,2020
82227,211,2020
82229,1,2020
82240,10680,2020
82242,23,2020
82243,44,2020
82244,540,2020
82301,8815,2020
82321,684,2020
82322,209,2020
82323,267,2020
82324,236,2020
82325,883,2020
82327,989,2020
82329,313,2020
82331,2173,2020
82332,94,2020
82334,491,2020
82335,45,2020
82336,214,2020
82401,7268,2020
82410,2181,2020
82411,569,2020
82412,515,2020
82414,15383,2020
82420,733,2020
82421,221,2020
82422,23,2020
82423,256,2020
82426,3161,2020
82428,166,2020
82430,77,2020
82431,3339,2020
82432,246,2020
82433,1248,2020
82434,101,2020
82435,11971,2020
82440,220,2020
82441,184,2020
82442,776,2020
82443,4473,2020
82450,150,2020
82501,19660,2020
82510,349,2020
82512,179,2020
82513,1549,2020
82514,1674,2020
82515,446,2020
82516,434,2020
82520,13250,2020
82523,1048,2020
82601,26854,2020
82604,28470,2020
82609,18664,2020
82620,218,2020
82630,0,2020
82633,9705,2020
82635,118,2020
82636,3701,2020
82637,4143,2020
82638,113,2020
82639,762,2020
82640,208,2020
82642,48,2020
82643,250,2020
82644,1626,2020
82646,0,2020
82648,91,2020
82649,1074,2020
82701,5164,2020
82710,127,2020
82711,80,2020
82712,337,2020
82714,66,2020
82715,0,2020
82716,17526,2020
82718,25380,2020
82720,643,2020
82721,3433,2020
82723,111,2020
82725,170,2020
82727,1568,2020
82729,2734,2020
82730,1846,2020
82731,175,2020
82732,1947,2020
82801,25124,2020
82831,427,2020
82832,970,2020
82833,112,2020
82834,7344,2020
82835,410,2020
82836,1073,2020
82837,33,2020
82838,526,2020
82839,1293,2020
82842,805,2020
82844,20,2020
82845,0,2020
82901,28794,2020
82922,302,2020
82923,671,2020
82925,438,2020
82929,74,2020
82930,14872,2020
82932,343,2020
82933,428,2020
82934,142,2020
82935,12703,2020
82936,10,2020
82937,3198,2020
82938,380,2020
82939,1342,2020
82941,4981,2020
82942,58,2020
82943,166,2020
82944,627,2020
82945,194,2020
83001,17867,2020
83011,194,2020
83012,31,2020
83013,187,2020
83014,2885,2020
83025,946,2020
83101,3043,2020
83110,5325,2020
83111,807,2020
83112,642,2020
83113,2556,2020
83114,796,2020
83115,917,2020
83116,723,2020
83118,622,2020
83119,188,2020
83120,356,2020
83121,0,2020
83122,875,2020
83123,699,2020
83124,142,2020
83126,417,2020
83127,4060,2020
83128,1081,2020
83201,36546,2020
83202,22413,2020
83203,452,2020
83204,20699,2020
83209,1237,2020
83210,3874,2020
83211,5766,2020
83212,423,2020
83213,1312,2020
83214,660,2020
83215,46,2020
83217,895,2020
83218,358,2020
83220,98,2020
83221,27651,2020
83223,144,2020
83226,1858,2020
83227,17,2020
83228,929,2020
83232,575,2020
83233,277,2020
83234,1443,2020
83235,333,2020
83236,2398,2020
83237,846,2020
83238,58,2020
83239,642,2020
83241,2402,2020
83243,0,2020
83244,392,2020
83245,2369,2020
83246,1149,2020
83250,2046,2020
83251,1264,2020
83252,4429,2020
83253,59,2020
83254,3551,2020
83255,1248,2020
83261,682,2020
83262,896,2020
83263,9844,2020
83271,381,2020
83272,277,2020
83274,9307,2020
83276,3699,2020
83277,152,2020
83278,458,2020
83281,150,2020
83283,236,2020
83285,132,2020
83286,1306,2020
83287,185,2020
83301,58230,2020
83302,243,2020
83311,870,2020
83312,74,2020
83313,3977,2020
83314,1006,2020
83316,10057,2020
83318,17737,2020
83320,1449,2020
83321,499,2020
83322,17,2020
83323,1697,2020
83324,758,2020
83325,760,2020
83327,1003,2020
83328,5956,2020
83330,6421,2020
83332,2609,2020
83333,10561,2020
83334,2304,2020
83335,1687,2020
83336,5700,2020
83337,23,2020
83338,21733,2020
83340,4800,2020
83341,8084,2020
83342,1252,2020
83344,1159,2020
83346,1981,2020
83347,3287,2020
83348,357,2020
83349,1203,2020
83350,12223,2020
83352,3366,2020
83353,1508,2020
83354,13,2020
83355,5002,2020
83401,43921,2020
83402,25947,2020
83404,24452,2020
83406,19204,2020
83414,367,2020
83420,2435,2020
83421,293,2020
83422,4121,2020
83423,810,2020
83424,157,2020
83425,697,2020
83427,2047,2020
83428,625,2020
83429,721,2020
83431,859,2020
83433,4,2020
83434,1634,2020
83435,726,2020
83436,717,2020
83440,37231,2020
83442,22415,2020
83443,1089,2020
83444,1148,2020
83445,7799,2020
83446,17,2020
83448,2814,2020
83449,168,2020
83450,960,2020
83451,610,2020
83452,2075,2020
83454,558,2020
83455,5423,2020
83460,111,2020
83462,583,2020
83463,54,2020
83464,291,2020
83465,123,2020
83466,168,2020
83467,6377,2020
83468,167,2020
83469,27,2020
83501,35183,2020
83520,272,2020
83522,2362,2020
83523,804,2020
83524,947,2020
83525,276,2020
83526,318,2020
83530,5727,2020
83533,217,2020
83535,1056,2020
83536,4533,2020
83537,1033,2020
83539,2297,2020
83540,2452,2020
83541,986,2020
83542,123,2020
83543,821,2020
83544,6754,2020
83545,333,2020
83546,384,2020
83547,353,2020
83548,125,2020
83549,622,2020
83552,837,2020
83553,781,2020
83554,347,2020
83555,471,2020
83601,0,2020
83602,6,2020
83604,554,2020
83605,46961,2020
83607,24922,2020
83610,928,2020
83611,2159,2020
83612,2020,2020
83615,1552,2020
83616,29630,2020
83617,15586,2020
83619,7544,2020
83622,2268,2020
83623,1493,2020
83624,1528,2020
83626,1244,2020
83627,466,2020
83628,4460,2020
83629,2125,2020
83631,979,2020
83632,409,2020
83633,720,2020
83634,28443,2020
83636,458,2020
83637,280,2020
83638,7259,2020
83639,3519,2020
83641,3720,2020
83642,47808,2020
83643,106,2020
83644,14237,2020
83645,787,2020
83646,68189,2020
83647,20868,2020
83648,3151,2020
83650,558,2020
83651,36313,2020
83654,1622,2020
83655,5375,2020
83656,588,2020
83657,338,2020
83660,6126,2020
83661,9650,2020
83666,48,2020
83669,11281,2020
83670,711,2020
83671,5,2020
83672,8381,2020
83676,5504,2020
83677,235,2020
83686,52879,2020
83687,34377,2020
83702,22665,2020
83703,17450,2020
83704,40071,2020
83705,29157,2020
83706,34814,2020
83709,60449,2020
83712,10020,2020
83713,28806,2020
83714,24351,2020
83716,18283,2020
83801,6872,2020
83802,170,2020
83803,1015,2020
83804,1497,2020
83805,8856,2020
83806,224,2020
83808,168,2020
83809,245,2020
83810,1519,2020
83811,1451,2020
83812,32,2020
83813,905,2020
83814,26174,2020
83815,35832,2020
83821,216,2020
83822,1961,2020
83823,1663,2020
83824,337,2020
83825,209,2020
83826,0,2020
83827,132,2020
83830,359,2020
83832,1804,2020
83833,1608,2020
83834,172,2020
83835,22037,2020
83836,887,2020
83837,3149,2020
83839,1281,2020
83840,283,2020
83841,449,2020
83842,101,2020
83843,27480,2020
83844,1340,2020
83845,2067,2020
83846,838,2020
83847,1233,2020
83848,140,2020
83849,2249,2020
83850,2061,2020
83851,1832,2020
83852,937,2020
83854,44206,2020
83855,1990,2020
83856,6757,2020
83857,1393,2020
83858,17592,2020
83860,6788,2020
83861,6563,2020
83864,19201,2020
83866,197,2020
83867,309,2020
83868,635,2020
83869,5407,2020
83870,383,2020
83871,2175,2020
83872,590,2020
83873,1697,2020
83874,32,2020
83876,1714,2020
84001,688,2020
84002,314,2020
84003,51917,2020
84004,10573,2020
84005,34422,2020
84006,839,2020
84007,722,2020
84010,46326,2020
84013,910,2020
84014,17527,2020
84015,67245,2020
84017,4569,2020
84018,284,2020
84020,48594,2020
84021,3793,2020
84022,672,2020
84023,167,2020
84024,44,2020
84025,24497,2020
84026,1306,2020
84027,587,2020
84028,573,2020
84029,11844,2020
84031,210,2020
84032,24229,2020
84033,1156,2020
84034,206,2020
84035,343,2020
84036,7754,2020
84037,39119,2020
84038,407,2020
84039,664,2020
84040,25376,2020
84041,51512,2020
84042,11135,2020
84043,67436,2020
84044,27029,2020
84045,31199,2020
84046,412,2020
84047,33454,2020
84049,5883,2020
84050,11666,2020
84051,547,2020
84052,1457,2020
84053,1133,2020
84054,20516,2020
84055,1503,2020
84056,3568,2020
84057,40565,2020
84058,42952,2020
84060,8684,2020
84061,292,2020
84062,47591,2020
84063,152,2020
84064,1007,2020
84065,46338,2020
84066,12573,2020
84067,40009,2020
84069,479,2020
84070,30595,2020
84071,1806,2020
84072,340,2020
84073,271,2020
84074,53254,2020
84075,30427,2020
84076,451,2020
84078,29654,2020
84080,349,2020
84081,50158,2020
84082,1079,2020
84083,1384,2020
84084,38463,2020
84085,473,2020
84086,428,2020
84087,15976,2020
84088,38761,2020
84092,28699,2020
84093,24140,2020
84094,29586,2020
84095,73808,2020
84096,53693,2020
84097,22994,2020
84098,19395,2020
84101,5202,2020
84102,19016,2020
84103,22881,2020
84104,26761,2020
84105,22812,2020
84106,35166,2020
84107,34914,2020
84108,21864,2020
84109,25217,2020
84111,13030,2020
84112,2402,2020
84113,190,2020
84115,27627,2020
84116,34588,2020
84117,23799,2020
84118,71133,2020
84119,53536,2020
84120,51130,2020
84121,39895,2020
84123,38082,2020
84124,22884,2020
84128,27921,2020
84144,437,2020
84180,0,2020
84301,721,2020
84302,26259,2020
84304,120,2020
84305,691,2020
84306,269,2020
84307,969,2020
84308,253,2020
84309,396,2020
84310,4653,2020
84311,724,2020
84312,4766,2020
84313,62,2020
84314,1211,2020
84315,9218,2020
84316,347,2020
84317,2536,2020
84318,4883,2020
84319,8961,2020
84320,2609,2020
84321,46634,2020
84324,1017,2020
84325,2174,2020
84326,1892,2020
84327,800,2020
84328,1440,2020
84329,127,2020
84330,380,2020
84331,262,2020
84332,7945,2020
84333,2896,2020
84334,212,2020
84335,13713,2020
84336,317,2020
84337,13390,2020
84338,546,2020
84339,5830,2020
84340,3207,2020
84341,24949,2020
84401,41324,2020
84403,36762,2020
84404,64249,2020
84405,33402,2020
84414,31210,2020
84501,12983,2020
84511,4695,2020
84512,822,2020
84513,1426,2020
84515,0,2020
84516,84,2020
84518,831,2020
84520,1261,2020
84521,761,2020
84522,344,2020
84523,1719,2020
84525,814,2020
84526,4114,2020
84528,2867,2020
84529,119,2020
84530,255,2020
84531,776,2020
84532,10103,2020
84533,105,2020
84534,2714,2020
84535,3354,2020
84536,1239,2020
84537,1253,2020
84539,328,2020
84540,99,2020
84542,1596,2020
84601,33771,2020
84604,46099,2020
84606,37351,2020
84620,916,2020
84621,111,2020
84622,1604,2020
84623,454,2020
84624,5641,2020
84626,466,2020
84627,7563,2020
84628,669,2020
84629,3309,2020
84630,522,2020
84631,2912,2020
84632,1158,2020
84633,1032,2020
84634,3657,2020
84635,927,2020
84636,578,2020
84637,796,2020
84638,362,2020
84639,908,2020
84640,127,2020
84642,3790,2020
84643,507,2020
84645,3204,2020
84646,1592,2020
84647,4063,2020
84648,6659,2020
84649,1047,2020
84651,27142,2020
84652,770,2020
84653,9481,2020
84654,2886,2020
84655,13877,2020
84656,367,2020
84657,430,2020
84660,42535,2020
84662,1477,2020
84663,34642,2020
84664,9994,2020
84665,683,2020
84667,418,2020
84701,8877,2020
84710,363,2020
84711,826,2020
84712,111,2020
84713,3480,2020
84714,631,2020
84715,316,2020
84716,471,2020
84718,350,2020
84719,43,2020
84720,22132,2020
84721,25286,2020
84722,940,2020
84723,880,2020
84724,1110,2020
84725,1602,2020
84726,764,2020
84728,46,2020
84729,427,2020
84730,435,2020
84731,78,2020
84732,45,2020
84733,160,2020
84734,315,2020
84735,171,2020
84736,249,2020
84737,19316,2020
84738,9493,2020
84739,634,2020
84740,271,2020
84741,6180,2020
84742,308,2020
84743,17,2020
84744,316,2020
84745,4413,2020
84746,961,2020
84747,1224,2020
84749,141,2020
84750,590,2020
84751,2370,2020
84752,826,2020
84753,5,2020
84754,4033,2020
84755,47,2020
84756,326,2020
84757,1373,2020
84758,461,2020
84759,2175,2020
84760,525,2020
84761,3556,2020
84762,75,2020
84763,221,2020
84764,250,2020
84765,7234,2020
84766,287,2020
84767,647,2020
84770,43594,2020
84772,252,2020
84773,242,2020
