ZIP Code,2020,2021,2022,Diversity Growth Metric
01543,0.10645499999999997,0.09739399999999998,0.1067300000000001,3
01545,0.5038500000000001,0.533105,0.5626740000000001,3
01550,0.3301670000000001,0.406891,0.491525,4
01560,0.502326,0.488143,0.44294999999999995,2
01561,0.0,0.0,1.0,5
01562,0.15605600000000008,0.12822600000000017,0.14082400000000006,2
01564,0.0703269999999998,0.08364199999999988,0.08179000000000014,3
01566,0.1236790000000001,0.1603150000000001,0.19402299999999995,3
01568,0.296914,0.31910000000000005,0.30457999999999996,3
01569,0.09500600000000015,0.09687400000000002,0.14291399999999987,3
01570,0.33740400000000004,0.33566700000000016,0.3877459999999998,3
01571,0.14168300000000011,0.19199599999999994,0.23278299999999974,3
01581,0.566003,0.597645,0.610427,3
01583,0.18880799999999986,0.22348500000000004,0.2219270000000001,3
01585,0.068546,0.027673999999999976,0.053101000000000065,2
01588,0.2067969999999999,0.24379699999999993,0.1751910000000001,2
01590,0.1497090000000001,0.1582190000000001,0.15060299999999993,3
01602,0.40349500000000016,0.41571000000000013,0.482409,3
01603,0.5633290000000002,0.620287,0.657654,3
01604,0.5735049999999999,0.547078,0.582058,3
01605,0.584498,0.624069,0.6321749999999999,3
01606,0.444353,0.487498,0.523301,3
01607,0.496598,0.543022,0.5678780000000001,3
01608,0.684369,0.762991,0.7382409999999999,3
01609,0.3640040000000001,0.45602699999999996,0.5052220000000001,4
01610,0.579831,0.6285860000000001,0.6856460000000001,4
01611,0.1388609999999999,0.21059400000000017,0.18889900000000004,3
01612,0.2202139999999999,0.22400300000000006,0.16537099999999993,2
01701,0.34800700000000007,0.42324499999999987,0.46302,4
01702,0.6621619999999999,0.699633,0.7272810000000001,3
01718,0.656871,0.798251,0.763448,4
01719,0.440279,0.49629100000000004,0.507698,3
01720,0.5349189999999999,0.5544419999999999,0.588562,3
01721,0.3871660000000001,0.42167200000000005,0.4642249999999998,3
01730,0.420478,0.44569000000000003,0.485282,3
01731,0.598595,0.6438429999999999,0.711646,4
01740,0.19199199999999994,0.24578999999999995,0.2670589999999997,3
01741,0.219735,0.2595590000000001,0.2858989999999998,3
01742,0.3216269999999999,0.3010980000000001,0.3154420000000001,2
01745,0.12951100000000015,0.3275190000000001,0.452279,5
01746,0.156899,0.20673199999999992,0.235719,3
01747,0.08507799999999999,0.09799399999999991,0.10905100000000001,3
01748,0.3283539999999999,0.39732899999999993,0.4198320000000001,3
01749,0.15878599999999987,0.26053099999999996,0.29817300000000013,4
01752,0.4366209999999999,0.5201499999999999,0.564775,4
01754,0.24063499999999993,0.2649379999999998,0.244394,3
01756,0.11023499999999986,0.11631799999999981,0.10879899999999998,2
01757,0.36577799999999994,0.402462,0.448569,3
01760,0.3667029999999999,0.3741589999999999,0.3661969999999999,2
01770,0.26751199999999975,0.25720299999999985,0.3005469999999998,3
01772,0.3707260000000001,0.367826,0.4091269999999999,3
01773,0.14505199999999985,0.234842,0.199886,3
01775,0.3273539999999999,0.278776,0.2965059999999998,2
01776,0.2945889999999999,0.30081500000000005,0.31991500000000006,3
01778,0.30429800000000007,0.3403490000000001,0.35290100000000013,3
01801,0.3649819999999999,0.38284300000000016,0.41546800000000017,3
01803,0.4184500000000001,0.41650999999999994,0.4027160000000001,2
01810,0.38657699999999995,0.4286190000000001,0.439705,3
01821,0.29523299999999997,0.3188620000000001,0.33855400000000013,3
01824,0.22327300000000017,0.30366000000000004,0.32096599999999986,3
01826,0.2263599999999999,0.239715,0.28649099999999994,3
01827,0.08771899999999999,0.09740000000000004,0.18026199999999992,3
01830,0.439022,0.45490299999999995,0.476799,3
01832,0.3813660000000002,0.464299,0.51421,4
01833,0.085565,0.08537799999999995,0.16073799999999994,3
01834,0.033586000000000005,0.060917999999999806,0.03751799999999994,3
01835,0.28755,0.317786,0.37376200000000015,3
01840,0.8423170000000001,0.879368,0.933278,3
01841,0.769135,0.846814,0.914803,4
01843,0.749026,0.803646,0.87722,4
01844,0.5128210000000002,0.5636770000000002,0.598851,3
01845,0.27190899999999996,0.292234,0.31312399999999985,3
01850,0.577022,0.578255,0.6493010000000001,3
01851,0.816157,0.835676,0.8488829999999999,3
01852,0.502117,0.5265639999999999,0.585385,3
01854,0.5361580000000001,0.5801860000000001,0.623899,3
01860,0.06860600000000006,0.12130300000000016,0.11878199999999994,3
01862,0.4290290000000001,0.387316,0.4433889999999998,3
01863,0.2750380000000001,0.27757299999999985,0.299466,3
01864,0.13658899999999996,0.18305300000000002,0.21738100000000005,3
01867,0.19276300000000002,0.21202599999999994,0.23689399999999994,3
01876,0.1613619999999999,0.18481000000000003,0.19912699999999994,3
01879,0.26486200000000004,0.28754100000000005,0.32987600000000006,3
01880,0.10471400000000008,0.15456599999999987,0.17971799999999993,3
01886,0.465202,0.4617739999999999,0.48898299999999983,3
01887,0.24057799999999996,0.23143400000000003,0.23441,2
01890,0.3777830000000001,0.4112300000000001,0.4354979999999997,3
01901,0.7857770000000001,0.7838849999999999,0.736255,2
01902,0.788917,0.7894730000000001,0.8088820000000001,3
01904,0.43334300000000003,0.435079,0.5242439999999999,3
01905,0.749334,0.72217,0.725748,2
01906,0.23177000000000014,0.24646,0.3245499999999999,3
01907,0.13633399999999996,0.16841700000000015,0.2018199999999999,3
01908,0.1345139999999999,0.11168199999999984,0.10966100000000012,2
01913,0.12585499999999983,0.1597249999999999,0.20546799999999998,3
01915,0.18272899999999992,0.2002179999999999,0.23061399999999999,3
01921,0.10607500000000003,0.11119199999999985,0.13521600000000011,3
01922,0.09143000000000012,0.10460000000000003,0.11389400000000016,3
01923,0.1578489999999999,0.17077399999999987,0.1707939999999999,3
01929,0.017893999999999965,0.023807000000000023,0.035555,3
01930,0.13239200000000007,0.15770699999999982,0.17241699999999982,3
01937,0.10697500000000004,0.12015600000000015,0.2448389999999998,4
01938,0.15817899999999985,0.1419140000000001,0.12832200000000016,2
01940,0.21569899999999997,0.20794199999999996,0.320338,4
01944,0.07070299999999985,0.1326630000000001,0.11234699999999986,3
01945,0.08199500000000004,0.08575900000000003,0.08951299999999973,3
01949,0.15673199999999987,0.16956199999999988,0.20246200000000014,3
01950,0.11000600000000005,0.10951,0.12039499999999981,3
01951,0.07392999999999983,0.08528000000000002,0.19666799999999995,4
01952,0.11600200000000005,0.21254899999999988,0.22853000000000012,4
01960,0.2054459999999999,0.24401499999999998,0.2714970000000001,3
01965,,0.11223599999999989,0.110267,
01966,0.07226800000000011,0.09284499999999984,0.099738,3
01969,0.05505400000000005,0.05117499999999986,0.11119199999999985,3
01970,0.3622829999999998,0.33781399999999995,0.40335900000000025,3
01982,0.18571099999999996,0.173141,0.117869,2
01983,0.11431900000000017,0.17209399999999997,0.26389000000000007,4
01984,0.1342159999999999,0.14889799999999997,0.14524799999999993,3
01985,0.08454300000000003,0.19072000000000022,0.21216200000000007,4
02019,0.21026999999999996,0.2716129999999999,0.26953099999999997,3
02021,0.358206,0.3942399999999999,0.42105099999999995,3
02025,0.07231300000000007,0.11194399999999982,0.12280000000000013,3
02026,0.27748300000000004,0.29497399999999996,0.27808200000000005,3
02030,0.32510000000000017,0.3367270000000001,0.37563100000000016,3
02032,0.284266,0.32884599999999986,0.4492100000000001,4
02035,0.31647500000000006,0.34112599999999993,0.31718500000000005,3
02038,0.19793800000000006,0.22401500000000008,0.22000199999999992,3
02043,0.08590599999999993,0.08966499999999988,0.11574200000000001,3
02045,0.09303499999999987,0.07816599999999996,0.09146600000000005,2
02047,0.0,0.0,0.0,2
02048,0.20717599999999992,0.23854600000000004,0.25390500000000005,3
02050,0.03362100000000001,0.056951000000000085,0.08936199999999983,3
02052,0.1383580000000002,0.09910599999999992,0.2100899999999999,3
02053,0.168142,0.20316600000000018,0.28012400000000004,4
02054,0.1476470000000002,0.19945099999999993,0.1943600000000002,3
02056,0.297513,0.294446,0.2657860000000001,2
02061,0.12187799999999982,0.1347719999999999,0.1633699999999999,3
02062,0.3248019999999998,0.3506370000000001,0.4041969999999999,3
02066,0.13998599999999983,0.17020999999999986,0.16640299999999997,3
02067,0.42962699999999987,0.47083300000000006,0.510959,3
02071,0.6337550000000001,0.21293099999999998,0.18549500000000008,1
02072,0.4925950000000001,0.523177,0.5560149999999999,3
02081,0.1875460000000001,0.16148399999999985,0.191593,3
02090,0.29335600000000006,0.3651089999999999,0.3752470000000001,3
02093,0.10791399999999984,0.11721999999999988,0.15013300000000007,3
02108,0.24352299999999993,0.31859899999999997,0.2693310000000001,3
02109,0.31296599999999997,0.24871900000000002,0.334662,3
02110,0.2294130000000001,0.20301099999999994,0.2632780000000001,3
02111,0.837901,0.830057,0.833442,2
02113,0.19254799999999994,0.21878600000000004,0.1993459999999999,3
02114,0.3728509999999998,0.3834289999999998,0.415038,3
02115,0.5960610000000001,0.623587,0.6507379999999999,3
02116,0.474425,0.49265799999999993,0.5340740000000002,3
02118,0.7096830000000001,0.7174130000000001,0.7215749999999999,3
02119,0.656617,0.693558,0.699686,3
02120,0.739581,0.759423,0.788225,3
02121,0.5668690000000001,0.6248370000000001,0.656471,3
02122,0.772258,0.7669739999999999,0.7796019999999999,3
02124,0.607309,0.656709,0.684537,3
02125,0.750935,0.75695,0.7721480000000001,3
02126,0.3406150000000001,0.37289899999999987,0.43993099999999996,3
02127,0.3433479999999999,0.3644250000000001,0.37284300000000015,3
02128,0.5870859999999999,0.6035050000000001,0.6330269999999999,3
02129,0.39893200000000006,0.44174100000000005,0.41823500000000013,3
02130,0.5473969999999999,0.566873,0.570325,3
02131,0.586103,0.6139119999999999,0.6236059999999999,3
02132,0.3455260000000001,0.39678899999999995,0.4258449999999999,3
02133,,1.0,1.0,
02134,0.66402,0.6394340000000001,0.628974,2
02135,0.5080660000000001,0.56173,0.586573,3
02136,0.644161,0.662601,0.651535,3
02138,0.5152490000000001,0.5463980000000002,0.5680230000000001,3
02139,0.604643,0.6351370000000001,0.667906,3
02140,0.5978530000000001,0.6202500000000001,0.639438,3
02141,0.5499910000000001,0.5885419999999999,0.592433,3
02142,0.6823729999999999,0.705387,0.783847,4
02143,0.41754199999999997,0.44779099999999994,0.436395,3
02144,0.28935500000000003,0.32604999999999995,0.3790890000000001,3
